site	PSI-MS_name	name	composition	priority
T	null	dHex(3)HexNAc(3)Kdn(1)	dHex(3) HexNAc(3) Kdn	0
T	null	dHex(1)Hex(2)HexNAc(2)Sulf(1)	O(3) S dHex Hex(2) HexNAc(2)	0
T	null	dHex(1)Hex(4)HexA(1)HexNAc(2)	dHex(1) Hex(4) HexA(1) HexNAc(2)	0
T	null	dHex(1)Hex(4)	dHex Hex(4)	0
T	null	Hex(1)HexNAc(1)NeuAc(2)Ac(2)	Ac(2) Hex HexNAc NeuAc(2)	0
T	null	dHex(1)Hex(1)HexNAc(2)NeuAc(1)Sulf(1)	O(3) S dHex Hex HexNAc(2) NeuAc	0
T	null	dHex(1)Hex(1)HexNAc(1)NeuAc(1)	dHex(1) Hex(1) HexNAc(1) NeuAc(1)	0
T	null	Hex(1)HexNAc(1)NeuAc(1)Sulf(1)	O(3) S Hex HexNAc NeuAc	0
T	Hex(3)HexNAc(4)	Hex(3)HexNAc(4)	Hex(3) HexNAc(4)	0
T	null	Hex(3)HexNAc(3)NeuAc(2)	Hex(3) HexNAc(3) NeuAc(2)	0
T	null	Hex(9)Phos(3)	H(3) O(9) P(3) Hex(9)	0
T	Hex(3)HexNAc(2)	Hex(3)HexNAc(2)	Hex(3) HexNAc(2)	0
T	null	Hex(5)Phos(1)	H O(3) P Hex(5)	0
T	null	dHex(2)HexNAc(5)	dHex(2) HexNAc(5)	0
T	null	Hex(2)HexNAc(3)NeuGc(1)	Hex(2) HexNAc(3) NeuGc(1)	0
T	null	PhosphoCytidine	H(12) C(9) N(3) O(7) P	0
T	null	Hex(1)HexA(1)HexNAc(1)	Hex HexA HexNAc	0
T	null	dHex(1)Hex(2)HexNAc(2)NeuGc(2)	dHex(1) Hex(2) HexNAc(2) NeuGc(2)	0
T	Can-FP-biotin	Can-FP-biotin	H(34) C(19) N(3) O(5) P S	0
T	null	Hex(3)Phos(1)	H O(3) P Hex(3)	0
T	null	DTT_ST	H(8) C(4) O S(2)	0
T	null	Hex(2)HexNAc(1)NeuGc(3)	Hex(2) HexNAc(1) NeuGc(3)	0
T	null	Hex(4)HexNAc(3)NeuAc(1)	Hex(4) HexNAc(3) NeuAc(1)	0
T	null	dHex(3)Hex(2)HexNAc(2)	dHex(3) Hex(2) HexNAc(2)	0
T	null	Hex(2)HexA(1)HexNAc(1)Sulf(1)	O(3) S Hex(2) HexA HexNAc	0
T	null	dHex(1)Hex(3)HexNAc(2)Sulf(1)	O(3) S dHex Hex(3) HexNAc(2)	0
T	null	Diethylphosphate	H(9) C(4) O(3) P	0
T	null	Hex(1)HexNAc(1)NeuAc(2)Ac(1)	Ac Hex HexNAc NeuAc(2)	0
T	null	dHex(2)Hex(3)HexNAc(3)NeuAc(1)	dHex(2) Hex(3) HexNAc(3) NeuAc(1)	0
T	Hex(1)HexNAc(2)	Hex(1)HexNAc(2)	Hex HexNAc(2)	0
T	null	dHex(1)Hex(1)HexNAc(4)	dHex(1) Hex(1) HexNAc(4)	0
T	PET	PET	H(7) C(7) N O(-1) S	0
T	Hex(5)HexNAc(4)	Hex(5)HexNAc(4)	Hex(5) HexNAc(4)	0
T	null	Hex(1)NeuGc(1)	Hex NeuGc	0
T	Ethanedithiol	Ethanedithiol	H(4) C(2) O(-1) S(2)	0
T	HexNAc	HexNAc	HexNAc	0
T	null	dHex(1)Hex(6)	dHex Hex(6)	0
T	null	Hex(1)HexNAc(1)NeuGc(5)	Hex(1) HexNAc(1) NeuGc(5)	0
T	null	Hex(1)HexNAc(1)Kdn(1)Sulf(1)	O(3) S Hex HexNAc Kdn	0
T	null	Hex(4)HexNAc(4)Sulf(2)	O(6) S(2) Hex(4) HexNAc(4)	0
T	FMN	FMN	H(19) C(17) N(4) O(8) P	0
T	null	dHex(2)Hex(2)HexA(1)HexNAc(2)Sulf(1)	O(3) S dHex(2) Hex(2) HexA HexNAc(2)	0
T	null	O-Dimethylphosphate	H(5) C(2) O(3) P	0
T	null	Pentose	Pent	0
T	null	Hex(4)	Hex(4)	0
T	null	Hex(1)HexNAc(3)NeuAc(1)	Hex(1) HexNAc(3) NeuAc(1)	0
T	null	dHex(2)Hex(2)HexNAc(3)Sulf(1)	O(3) S dHex(2) Hex(2) HexNAc(3)	0
T	null	dHex(2)Hex(3)HexA(1)HexNAc(1)Sulf(1)	O(3) S dHex(2) Hex(3) HexA HexNAc	0
T	Acetyl	Acetyl	H(2) C(2) O	0
T	null	Hex(1)HexNAc(2)NeuGc(1)	Hex(1) HexNAc(2) NeuGc(1)	0
T	null	dHex(1)Hex(4)HexNAc(4)NeuAc(1)	dHex(1) Hex(4) HexNAc(4) NeuAc(1)	0
T	null	bisANS-sulfonates	H(25) C(32) N(2)	0
T	null	dHex(2)Hex(2)HexNAc(1)	dHex(2) Hex(2) HexNAc(1)	0
T	null	dHex(1)Hex(3)HexNAc(2)NeuGc(1)	dHex(1) Hex(3) HexNAc(2) NeuGc(1)	0
T	null	dHex(2)Hex(4)HexA(1)HexNAc(3)Sulf(1)	O(3) S dHex(2) Hex(4) HexA HexNAc(3)	0
T	null	dHex(1)Hex(1)HexNAc(2)NeuGc(1)	dHex(1) Hex(1) HexNAc(2) NeuGc(1)	0
T	null	Hex(3)HexNAc(1)Me(1)	Hex(3) HexNAc(1) Me(1)	0
T	null	dHex(2)Hex(3)HexNAc(2)Sulf(1)	O(3) S dHex(2) Hex(3) HexNAc(2)	0
T	Thiophospho	Thiophospho	H O(2) P S	0
T	null	O-pinacolylmethylphosphonate	H(15) C(7) O(2) P	0
T	PhosphoHexNAc	PhosphoHexNAc	H O(3) P HexNAc	0
T	null	Hex(2)HexNAc(4)NeuAc(1)	Hex(2) HexNAc(4) NeuAc(1)	0
T	null	dHex(2)Hex(2)HexNAc(2)Sulf(2)	O(6) S(2) dHex(2) Hex(2) HexNAc(2)	0
T	null	dHex(1)Hex(2)HexNAc(3)NeuAc(1)Sulf(1)	O(3) S dHex Hex(2) HexNAc(3) NeuAc	0
T	null	dHex(2)Hex(3)HexNAc(3)	dHex(2) Hex(3) HexNAc(3)	0
T	null	HexNAc(2)NeuAc(1)Sulf(1)	O(3) S HexNAc(2) NeuAc	0
T	null	dHex(2)Hex(2)HexNAc(3)NeuGc(1)	dHex(2) Hex(2) HexNAc(3) NeuGc(1)	0
T	Glucuronyl	Glucuronyl	HexA	0
T	null	HexNAc(1)NeuAc(1)	HexNAc NeuAc	0
T	null	dHex(1)Hex(1)HexNAc(2)Kdn(1)	dHex Hex HexNAc(2) Kdn	0
T	FP-Biotin	FP-Biotin	H(49) C(27) N(4) O(5) P S	0
T	null	dHex(1)Hex(1)HexNAc(3)Sulf(1)	O(3) S dHex Hex HexNAc(3)	0
T	null	Hex(6)Phos(3)	H(3) O(9) P(3) Hex(6)	0
T	Carbamidomethyl	Carbamidomethyl	H(3) C(2) N O	0
T	null	dHex(4)Hex(1)HexNAc(2)Kdn(1)	dHex(4) Hex HexNAc(2) Kdn	0
T	null	dHex(1)Hex(3)HexNAc(3)NeuAc(2)	dHex(1) Hex(3) HexNAc(3) NeuAc(2)	0
T	null	dHex(1)Hex(2)HexNAc(3)	dHex(1) Hex(2) HexNAc(3)	0
T	null	Hex(3)HexNAc(2)NeuAc(2)	Hex(3) HexNAc(2) NeuAc(2)	0
T	null	dHex(1)Hex(2)HexA(1)HexNAc(1)Sulf(1)	O(3) S dHex Hex(2) HexA HexNAc	0
T	null	Hex(2)HexNAc(1)NeuGc(2)	Hex(2) HexNAc(1) NeuGc(2)	0
T	null	Hex(1)HexNAc(2)NeuAc(1)Sulf(1)	O(3) S Hex HexNAc(2) NeuAc	0
T	null	Hex(1)HexNAc(1)NeuGc(3)	Hex(1) HexNAc(1) NeuGc(3)	0
T	null	dHex(2)Hex(2)HexNAc(2)NeuAc(1)Sulf(1)	O(3) S dHex(2) Hex(2) HexNAc(2) NeuAc	0
T	null	Hex(4)HexNAc(4)NeuGc(1)Sulf(2)	O(6) S(2) Hex(4) HexNAc(4) NeuGc	0
T	null	Propiophenone	H(8) C(9) O	0
T	null	dHex(1)Hex(2)HexA(1)	dHex Hex(2) HexA	0
T	null	dHex(1)Hex(2)HexA(1)HexNAc(2)	dHex(1) Hex(2) HexA(1) HexNAc(2)	0
T	null	dHex(2)Hex(2)HexNAc(2)NeuGc(1)	dHex(2) Hex(2) HexNAc(2) NeuGc(1)	0
T	null	Hex(8)Phos(3)	H(3) O(9) P(3) Hex(8)	0
T	null	s-GlcNAc	O(3) S HexNAc	0
T	null	dHex(2)Hex(3)HexNAc(5)	dHex(2) Hex(3) HexNAc(5)	0
T	null	Hex(1)HexNAc(2)NeuAc(1)	Hex(1) HexNAc(2) NeuAc(1)	0
T	null	dHex(4)Hex(2)HexNAc(3)	dHex(4) Hex(2) HexNAc(3)	0
T	Palmitoyl	Palmitoyl	H(30) C(16) O	0
T	HexNAc(2)	HexNAc(2)	HexNAc(2)	0
T	null	dHex(1)Hex(3)HexNAc(1)	dHex(1) Hex(3) HexNAc(1)	0
T	null	dHex(1)Hex(1)HexNAc(3)NeuGc(1)	dHex(1) Hex(1) HexNAc(3) NeuGc(1)	0
T	null	Hex(4)HexNAc(3)	Hex(4) HexNAc(3)	0
T	null	dHex(1)Hex(3)HexNAc(5)NeuAc(1)	dHex(1) Hex(3) HexNAc(5) NeuAc(1)	0
T	null	dHex(1)Hex(3)HexNAc(1)Sulf(1)	O(3) S dHex Hex(3) HexNAc	0
T	null	dHex(3)Hex(1)HexNAc(3)Kdn(1)	dHex(3) Hex HexNAc(3) Kdn	0
T	null	Hex(1)HexNAc(2)NeuAc(2)	Hex(1) HexNAc(2) NeuAc(2)	0
T	AEC-MAEC	AEC-MAEC	H(5) C(2) N O(-1) S	0
T	null	Hex(3)HexNAc(3)NeuAc(1)	Hex(3) HexNAc(3) NeuAc(1)	0
T	null	Hex(2)HexNAc(3)NeuGc(3)	Hex(2) HexNAc(3) NeuGc(3)	0
T	null	dHex(1)Hex(3)HexNAc(2)	dHex(1) Hex(3) HexNAc(2)	0
T	null	dHex(2)Hex(2)HexNAc(5)	dHex(2) Hex(2) HexNAc(5)	0
T	Hex(2)HexNAc(2)	Hex(2)HexNAc(2)	Hex(2) HexNAc(2)	0
T	null	dHex(1)Hex(1)HexNAc(2)NeuAc(2)	dHex(1) Hex(1) HexNAc(2) NeuAc(2)	0
T	null	dHex(1)Hex(3)	dHex Hex(3)	0
T	null	O-Isopropylmethylphosphonate	H(9) C(4) O(2) P	0
T	null	dHex(1)HexNAc(4)	dHex(1) HexNAc(4)	0
T	null	Hex(6)Phos(1)	H O(3) P Hex(6)	0
T	null	dHex(2)Hex(3)HexA(1)HexNAc(2)Sulf(1)	O(3) S dHex(2) Hex(3) HexA HexNAc(2)	0
T	null	Hex(2)HexNAc(2)Sulf(1)	O(3) S Hex(2) HexNAc(2)	0
T	null	dHex(1)Hex(3)HexNAc(3)Sulf(1)	O(3) S dHex Hex(3) HexNAc(3)	0
T	null	dHex(2)Hex(4)HexNAc(5)	dHex(2) Hex(4) HexNAc(5)	0
T	null	Cresylphosphate	H(7) C(7) O(3) P	0
T	null	dHex(1)Hex(1)	dHex Hex	0
T	null	dHex(3)Hex(2)HexA(1)HexNAc(2)Sulf(1)	O(3) S dHex(3) Hex(2) HexA HexNAc(2)	0
T	null	dHex(4)Hex(2)HexNAc(2)Kdn(1)	dHex(4) Hex(2) HexNAc(2) Kdn	0
T	ADP-Ribosyl	ADP-Ribosyl	H(13) C(10) N(5) O(9) P(2) Pent	0
T	null	15N-oxobutanoic	H(-3) 15N(-1)	0
T	null	dHex(2)HexNAc(7)	dHex(2) HexNAc(7)	0
T	null	dHex(1)Hex(2)HexNAc(2)NeuAc(1)Sulf(1)	O(3) S dHex Hex(2) HexNAc(2) NeuAc	0
T	null	Hex(1)HexNAc(1)dHex(1)Me(1)	Me dHex Hex HexNAc	0
T	null	Hex(2)NeuAc(1)	Hex(2) NeuAc	0
T	null	Methylphosphonate	H(3) C O(2) P	0
T	null	dHex(2)Hex(4)HexNAc(4)	dHex(2) Hex(4) HexNAc(4)	0
T	null	Hex(1)HexNAc(1)NeuGc(1)	Hex(1) HexNAc(1) NeuGc(1)	0
T	null	CresylSaligeninPhosphate	H(13) C(14) O(4) P	0
T	null	Hex(1)HexNAc(1)	Hex HexNAc	0
T	null	Hex(4)HexNAc(4)NeuAc(1)Sulf(3)	O(9) S(3) Hex(4) HexNAc(4) NeuAc	0
T	null	Hex(1)HexNAc(1)Phos(1)	H O(3) P Hex HexNAc	0
T	null	dHex(1)Hex(2)HexNAc(3)Sulf(1)	O(3) S dHex Hex(2) HexNAc(3)	0
T	Phosphoadenosine	Phosphoadenosine	H(12) C(10) N(5) O(6) P	0
T	null	Hex(1)HexNAc(3)	Hex(1) HexNAc(3)	0
T	null	Thrbiotinhydrazide	H(16) C(10) N(4) O S	0
T	null	pyrophospho	H(2) O(6) P(2)	0
T	null	dHex(1)Hex(3)HexA(1)HexNAc(1)	dHex(1) Hex(3) HexA(1) HexNAc(1)	0
T	null	Hex(2)HexNAc(3)NeuAc(2)	Hex(2) HexNAc(3) NeuAc(2)	0
T	null	dHex(2)Hex(2)HexNAc(3)	dHex(2) Hex(2) HexNAc(3)	0
T	null	dHex(1)Hex(3)HexA(1)HexNAc(1)Sulf(1)	O(3) S dHex Hex(3) HexA HexNAc	0
T	null	Hex(1)HexNAc(3)Sulf(1)	O(3) S Hex HexNAc(3)	0
T	null	dHex(1)Hex(1)HexNAc(2)Sulf(1)	O(3) S dHex Hex HexNAc(2)	0
T	null	dHex(1)Hex(2)HexNAc(4)NeuAc(2)	dHex(1) Hex(2) HexNAc(4) NeuAc(2)	0
T	null	dHex(1)Hex(5)	dHex Hex(5)	0
T	null	Hex(2)HexNAc(2)NeuGc(1)	Hex(2) HexNAc(2) NeuGc(1)	0
T	null	Hex(5)HexNAc(5)	Hex(5) HexNAc(5)	0
T	Isopropylphospho	Isopropylphospho	H(7) C(3) O(3) P	0
T	null	dHex(3)Hex(2)HexNAc(4)	dHex(3) Hex(2) HexNAc(4)	0
T	null	dHex(1)Hex(4)HexA(1)HexNAc(3)Sulf(1)	O(3) S dHex Hex(4) HexA HexNAc(3)	0
T	null	dHex(2)HexNAc(2)Kdn(1)	dHex(2) HexNAc(2) Kdn	0
T	null	Hex(7)Phos(3)	H(3) O(9) P(3) Hex(7)	0
T	null	Hex(1)HexNAc(3)NeuGc(1)	Hex(1) HexNAc(3) NeuGc(1)	0
T	null	Hex(2)HexNAc(2)NeuAc(2)	Hex(2) HexNAc(2) NeuAc(2)	0
T	Diisopropylphosphate	Diisopropylphosphate	H(13) C(6) O(3) P	0
T	null	Hex(1)HexNAc(1)NeuAc(3)	Hex(1) HexNAc(1) NeuAc(3)	0
T	null	Hex(1)HexA(1)HexNAc(2)	Hex(1) HexA(1) HexNAc(2)	0
T	Hex	Hex	Hex	0
T	EDT-iodoacetyl-PEO-biotin	EDT-iodoacetyl-PEO-biotin	H(34) C(20) N(4) O(4) S(3)	0
T	null	Hex(2)HexNAc(1)	Hex(2) HexNAc	0
T	null	HexNAc(4)	HexNAc(4)	0
T	null	Hex(3)HexNAc(6)	Hex(3) HexNAc(6)	0
T	null	HexNAc(3)Sulf(1)	O(3) S HexNAc(3)	0
T	null	dHex(2)Hex(3)HexNAc(2)NeuGc(1)	dHex(2) Hex(3) HexNAc(2) NeuGc(1)	0
T	Hex(2)HexNAc(2)dHex(1)	Hex(2)HexNAc(2)dHex(1)	dHex Hex(2) HexNAc(2)	0
T	null	dHex(1)Hex(2)HexNAc(3)NeuAc(1)	dHex(1) Hex(2) HexNAc(3) NeuAc(1)	0
T	null	dHex(2)Hex(3)HexNAc(3)NeuGc(1)	dHex(2) Hex(3) HexNAc(3) NeuGc(1)	0
T	null	NeuGc	NeuGc	0
T	Ammonia-loss	Ammonia-loss	H(-3) N(-1)	0
T	null	Hex(1)NeuAc(1)Pent(1)	Pent Hex NeuAc	0
T	null	Hex(1)HexA(1)	Hex HexA	0
T	null	dHex(2)Hex(1)HexNAc(2)NeuGc(1)	dHex(2) Hex(1) HexNAc(2) NeuGc(1)	0
T	null	Hex(2)HexNAc(2)NeuAc(1)Sulf(1)	O(3) S Hex(2) HexNAc(2) NeuAc	0
T	null	dHex(1)HexNAc(3)	dHex(1) HexNAc(3)	0
T	null	dHex(2)Hex(3)HexNAc(2)	dHex(2) Hex(3) HexNAc(2)	0
T	null	dHex(4)Hex(1)HexNAc(3)Kdn(1)	dHex(4) Hex HexNAc(3) Kdn	0
T	Carbamyl	Carbamyl	H C N O	0
T	null	Chlorpyrifos	H(10) C(4) O(2) P S	0
T	null	Hex(1)NeuAc(1)	Hex NeuAc	0
T	null	Hex(5)HexNAc(1)	Hex(5) HexNAc(1)	0
U	MolybdopterinGD	MolybdopterinGD	H(47) C(40) N(20) O(26) P(4) S(4) Mo	0
U	Oxidation	Oxidation	O	0
U	Carbamidomethyl	Carbamidomethyl	H(3) C(2) N O	0
U	Carboxymethyl	Carboxymethyl	H(2) C(2) O(2)	0
U	Dioxidation	Dioxidation	O(2)	0
V	PyruvicAcidIminyl	PyruvicAcidIminyl	H(2) C(3) O(2)	0
W	NBS	NBS	H(3) C(6) N O(2) S	0
W	Fluoro	Fluoro	H(-1) F	0
W	IodoU-AMP	IodoU-AMP	H(11) C(9) N(2) O(9) P	0
W	Dioxidation	Dioxidation	O(2)	0
W	Trp->Hydroxykynurenin	Trp->Hydroxykynurenin	C(-1) O(2)	0
W	NBS:13C(6)	NBS:13C(6)	H(3) 13C(6) N O(2) S	0
W	Quinone	Quinone	H(-2) O(2)	0
W	null	BDMAPP	H(12) C(11) N O Br	0
W	Carboxymethyl	Carboxymethyl	H(2) C(2) O(2)	0
W	Bromo	Bromo	H(-1) Br	0
W	null	Propiophenone	H(8) C(9) O	0
W	Carboxy	Carboxy	C O(2)	0
W	HexN	HexN	HexN	0
W	Trp->Oxolactone	Trp->Oxolactone	H(-2) O	0
W	Hex	Hex	Hex	0
W	Sulfide	Sulfide	S	0
W	null	DNPS	H(3) C(6) N(2) O(4) S	0
W	Oxidation	Oxidation	O	0
W	Trp->Kynurenin	Trp->Kynurenin	C(-1) O	0
W	Trioxidation	Trioxidation	O(3)	0
W	Nitro	Nitro	H(-1) N O(2)	0
Y	null	Diethylphosphate	H(9) C(4) O(3) P	0
Y	Phosphoadenosine	Phosphoadenosine	H(12) C(10) N(5) O(6) P	0
Y	null	DNCB_hapten	H(2) C(6) N(2) O(4)	0
Y	Didehydro	Didehydro	H(-2)	0
Y	Carbamidomethyl	Carbamidomethyl	H(3) C(2) N O	0
Y	Thiophospho	Thiophospho	H O(2) P S	0
Y	null	Chlorination	H(-1) Cl	0
Y	Trioxidation	Trioxidation	O(3)	0
Y	null	dichlorination	H(-2) Cl(2)	0
Y	Bromo	Bromo	H(-1) Br	0
Y	Sulfo	Sulfo	O(3) S	0
Y	FAD	FAD	H(31) C(27) N(9) O(15) P(2)	0
Y	null	O-Methylphosphate	H(3) C O(3) P	0
Y	Carbamyl	Carbamyl	H C N O	0
Y	FP-Biotin	FP-Biotin	H(49) C(27) N(4) O(5) P S	0
Y	null	DMPO	H(9) C(6) N O	0
Y	null	Methylphosphonate	H(3) C O(2) P	0
Y	Thyroxine	Thyroxine	C(6) O I(4)	0
Y	Diiodo	Diiodo	H(-2) I(2)	0
Y	Amino	Amino	H N	0
Y	null	2-nitrobenzyl	H(5) C(7) N O(2)	0
Y	null	O-pinacolylmethylphosphonate	H(15) C(7) O(2) P	0
Y	Oxidation	Oxidation	O	0
Y	Tyr->Dha	Tyr->Dha	H(-6) C(-6) O(-1)	0
Y	null	sulfo+amino	H N O(3) S	0
Y	null	Difuran	H(4) C(8) O(2)	0
Y	Triiodo	Triiodo	H(-3) I(3)	0
Y	null	BDMAPP	H(12) C(11) N O Br	0
Y	Thiophos-S-S-biotin	Thiophos-S-S-biotin	H(34) C(19) N(4) O(5) P S(3)	0
Y	null	Ethylphosphate	H(5) C(2) O(3) P	0
Y	null	Phosphopropargyl	H(4) C(3) N O(2) P	0
Y	Quinone	Quinone	H(-2) O(2)	0
Y	Cytopiloyne+water	Cytopiloyne+water	H(24) C(19) O(8)	0
Y	Dehydrated	Dehydrated	H(-2) O(-1)	0
Y	Dibromo	Dibromo	H(-2) Br(2)	0
Y	null	Fluorescein-tyramine	H(19) C(29) N O(7)	0
Y	Phospho	Phospho	H O(3) P	1
Y	Can-FP-biotin	Can-FP-biotin	H(34) C(19) N(3) O(5) P S	0
Y	null	Furan	H(2) C(4) O	0
Y	AEBS	AEBS	H(9) C(8) N O(2) S	0
Y	Triiodothyronine	Triiodothyronine	H C(6) O I(3)	0
Y	null	Biotin-tyramide	H(23) C(18) N(3) O(3) S	0
Y	Acetyl	Acetyl	H(2) C(2) O	0
Y	Diisopropylphosphate	Diisopropylphosphate	H(13) C(6) O(3) P	0
Y	null	O-Isopropylmethylphosphonate	H(9) C(4) O(2) P	0
Y	PhosphoUridine	PhosphoUridine	H(11) C(9) N(2) O(8) P	0
Y	Cytopiloyne	Cytopiloyne	H(22) C(19) O(7)	0
Y	IodoU-AMP	IodoU-AMP	H(11) C(9) N(2) O(9) P	0
Y	Hex	Hex	Hex	0
Y	Fluoro	Fluoro	H(-1) F	0
Y	Iodo	Iodo	H(-1) I	0
Y	null	TAMRA-FP	H(46) C(37) N(3) O(6) P	0
Y	null	Biotin:Thermo-88317	H(42) C(22) N(3) O(4) P	0
Y	null	O-Dimethylphosphate	H(5) C(2) O(3) P	0
Y	null	Cresylphosphate	H(7) C(7) O(3) P	0
Y	Dioxidation	Dioxidation	O(2)	0
Y	null	Chlorpyrifos	H(10) C(4) O(2) P S	0
Y	Nitro	Nitro	H(-1) N O(2)	0
Y	Isopropylphospho	Isopropylphospho	H(7) C(3) O(3) P	0
Y	null	CresylSaligeninPhosphate	H(13) C(14) O(4) P	0
Y	null	PhosphoCytidine	H(12) C(9) N(3) O(7) P	0
